# LVM fiducial metrology file
#
# The purpose of this file is to give fiducial positions relative to the center of an IFU
# for fibers in a given bundle.  The fiber numbering scheme here is clockwise starting
# from the center, incrementing along the vertical x=0 axis, using the Excel IFU fiber map
# schematic as guide. The data structure is as follows.
#
# Data table entries:
# 1) fiberid: Fiber number within the bundle.
# 2) ringid: Ring id number of the fiber
# 3) ringfnum: Fiber number within a ring, starting from 1, at the vertical x=0 position
# 4) raoff: The ra offset of the fiber in arcsec relative to the ifu center
# 5) decoff: The dec offset of the fiber in arcsec relative to the ifu center
#
# raoff and decoff are both given in arcseconds, so they should be added to the central pointing to get
# the effective on-sky coordinates of the fiber
# E.g., if RA=213.3423D and DEC=52.3234D in decimal degrees (ALWAYS use double precision here!)
# then RAfiber=RA+raoff/3600.D/cos(DEC*!DPI/180.)    DECfiber=DEC+decoff/3600.D
#
# Assumes that fiberdiameter=35.3 arcsec
#

fiberid,ringid,ringfnum,raoff,decoff
1500,23,113,640.8553,443.9993
1501,23,114,608.8126,462.4992
1502,23,115,576.7698,480.9991
1503,23,116,544.7271,499.499
1504,23,117,512.6844,517.9989
1505,23,118,480.6416,536.4988
1506,23,119,448.5988,554.9987
1507,23,120,416.556,573.4985
1508,23,121,384.5133,591.9984
1509,23,122,352.4705,610.4982
1510,23,123,320.4277,628.9981
1511,23,124,288.3849,647.4979
1512,23,125,256.3421,665.9977
1513,23,126,224.2993,684.4975
1514,23,127,192.2565,702.9973
1515,23,128,160.2137,721.4971
1516,23,129,128.1709,739.9968
1517,23,130,96.1282,758.4966
1518,23,131,64.0854,776.9963
1519,23,132,32.0427,795.4961
1520,24,1,-0.0,850.9952
1521,24,2,-32.0427,832.4955
1522,24,3,-64.0854,813.9958
1523,24,4,-96.1281,795.4961
1524,24,5,-128.1708,776.9963
1525,24,6,-160.2136,758.4966
1526,24,7,-192.2563,739.9968
1527,24,8,-224.2991,721.4971
1528,24,9,-256.3419,702.9973
1529,24,10,-288.3847,684.4975
1530,24,11,-320.4275,665.9977
1531,24,12,-352.4703,647.4979
1532,24,13,-384.513,628.9981
1533,24,14,-416.5558,610.4982
1534,24,15,-448.5986,591.9984
1535,24,16,-480.6414,573.4985
1536,24,17,-512.6841,554.9987
1537,24,18,-544.7269,536.4988
1538,24,19,-576.7696,517.9989
1539,24,20,-608.8123,499.499
1540,24,21,-640.855,480.9991
1541,24,22,-672.8977,462.4992
1542,24,23,-704.9403,443.9993
1543,24,24,-736.9845,55.5
1544,24,25,-736.9845,18.5
1545,24,26,-736.9845,-18.5
1546,24,27,-736.9845,-55.5
1547,24,28,-736.9844,92.5
1548,24,29,-736.9844,-92.5
1549,24,30,-736.9843,129.5
1550,24,31,-736.9843,-129.5
1551,24,32,-736.9842,166.5
1552,24,33,-736.9842,-166.5
1553,24,34,-736.9841,203.4999
1554,24,35,-736.9841,-203.4999
1555,24,36,-736.984,240.4999
1556,24,37,-736.984,-240.4999
1557,24,38,-736.9838,277.4998
1558,24,39,-736.9838,-277.4998
1559,24,40,-736.9836,314.4998
1560,24,41,-736.9836,-314.4998
1561,24,42,-736.9834,351.4997
1562,24,43,-736.9834,-351.4997
1563,24,44,-736.9832,388.4995
1564,24,45,-736.9832,-388.4995
1565,24,46,-736.9829,425.4994
1566,24,47,-736.9829,-425.4994
1567,24,48,-704.9403,-443.9993
1568,24,49,-672.8977,-462.4992
1569,24,50,-640.855,-480.9991
1570,24,51,-608.8123,-499.499
1571,24,52,-576.7696,-517.9989
1572,24,53,-544.7269,-536.4988
1573,24,54,-512.6841,-554.9987
1574,24,55,-480.6414,-573.4985
1575,24,56,-448.5986,-591.9984
1576,24,57,-416.5558,-610.4982
1577,24,58,-384.513,-628.9981
1578,24,59,-352.4703,-647.4979
1579,24,60,-320.4275,-665.9977
1580,24,61,-288.3847,-684.4975
1581,24,62,-256.3419,-702.9973
1582,24,63,-224.2991,-721.4971
1583,24,64,-192.2563,-739.9968
1584,24,65,-160.2136,-758.4966
1585,24,66,-128.1708,-776.9963
1586,24,67,-96.1281,-795.4961
1587,24,68,-64.0854,-813.9958
1588,24,69,-32.0427,-832.4955
1589,24,70,-0.0,-850.9952
1590,24,71,32.0427,-832.4955
1591,24,72,64.0854,-813.9958
1592,24,73,96.1281,-795.4961
1593,24,74,128.1708,-776.9963
1594,24,75,160.2136,-758.4966
1595,24,76,192.2563,-739.9968
1596,24,77,224.2991,-721.4971
1597,24,78,256.3419,-702.9973
1598,24,79,288.3847,-684.4975
1599,24,80,320.4275,-665.9977
1600,24,81,352.4703,-647.4979
1601,24,82,384.513,-628.9981
1602,24,83,416.5558,-610.4982
1603,24,84,448.5986,-591.9984
1604,24,85,480.6414,-573.4985
1605,24,86,512.6841,-554.9987
1606,24,87,544.7269,-536.4988
1607,24,88,576.7696,-517.9989
1608,24,89,608.8123,-499.499
1609,24,90,640.855,-480.9991
1610,24,91,672.8977,-462.4992
1611,24,92,704.9403,-443.9993
1612,24,93,736.9845,-55.5
1613,24,94,736.9845,-18.5
1614,24,95,736.9845,18.5
1615,24,96,736.9845,55.5
1616,24,97,736.9844,-92.5
1617,24,98,736.9844,92.5
1618,24,99,736.9843,-129.5
1619,24,100,736.9843,129.5
1620,24,101,736.9842,-166.5
1621,24,102,736.9842,166.5
1622,24,103,736.9841,-203.4999
1623,24,104,736.9841,203.4999
1624,24,105,736.984,-240.4999
1625,24,106,736.984,240.4999
1626,24,107,736.9838,-277.4998
1627,24,108,736.9838,277.4998
1628,24,109,736.9836,-314.4998
1629,24,110,736.9836,314.4998
1630,24,111,736.9834,-351.4997
1631,24,112,736.9834,351.4997
1632,24,113,736.9832,-388.4995
1633,24,114,736.9832,388.4995
1634,24,115,736.9829,-425.4994
1635,24,116,736.9829,425.4994
1636,24,117,704.9403,443.9993
1637,24,118,672.8977,462.4992
1638,24,119,640.855,480.9991
1639,24,120,608.8123,499.499
1640,24,121,576.7696,517.9989
1641,24,122,544.7269,536.4988
1642,24,123,512.6841,554.9987
1643,24,124,480.6414,573.4985
1644,24,125,448.5986,591.9984
1645,24,126,416.5558,610.4982
1646,24,127,384.513,628.9981
1647,24,128,352.4703,647.4979
1648,24,129,320.4275,665.9977
1649,24,130,288.3847,684.4975
1650,24,131,256.3419,702.9973
1651,24,132,224.2991,721.4971
1652,24,133,192.2563,739.9968
1653,24,134,160.2136,758.4966
1654,24,135,128.1708,776.9963
1655,24,136,96.1281,795.4961
1656,24,137,64.0854,813.9958
1657,24,138,32.0427,832.4955
1658,25,1,-0.0,887.9945
1659,25,2,-32.0427,869.4948
1660,25,3,-64.0853,850.9952
1661,25,4,-96.128,832.4955
1662,25,5,-128.1707,813.9958
1663,25,6,-160.2135,795.4961
1664,25,7,-192.2562,776.9963
1665,25,8,-224.299,758.4966
1666,25,9,-256.3417,739.9968
1667,25,10,-288.3845,721.4971
1668,25,11,-320.4273,702.9973
1669,25,12,-352.4701,684.4975
1670,25,13,-384.5128,665.9977
1671,25,14,-416.5556,647.4979
1672,25,15,-448.5984,628.9981
1673,25,16,-480.6411,610.4982
1674,25,17,-512.6839,591.9984
1675,25,18,-544.7266,573.4985
1676,25,19,-576.7693,554.9987
1677,25,20,-608.812,536.4988
1678,25,21,-640.8547,517.9989
1679,25,22,-672.8974,499.499
1680,25,23,-704.94,480.9991
1681,25,24,-736.9826,462.4992
1682,25,25,-769.027,37.0
1683,25,26,-769.027,0.0
1684,25,27,-769.027,-37.0
1685,25,28,-769.0269,111.0
1686,25,29,-769.0269,74.0
1687,25,30,-769.0269,-74.0
1688,25,31,-769.0269,-111.0
1689,25,32,-769.0268,148.0
1690,25,33,-769.0268,-148.0
1691,25,34,-769.0267,185.0
1692,25,35,-769.0267,-185.0
1693,25,36,-769.0265,221.9999
1694,25,37,-769.0265,-221.9999
1695,25,38,-769.0264,258.9999
1696,25,39,-769.0264,-258.9999
1697,25,40,-769.0262,295.9998
1698,25,41,-769.0262,-295.9998
1699,25,42,-769.026,332.9997
1700,25,43,-769.026,-332.9997
1701,25,44,-769.0258,369.9996
1702,25,45,-769.0258,-369.9996
1703,25,46,-769.0255,406.9995
1704,25,47,-769.0255,-406.9995
1705,25,48,-769.0252,443.9993
1706,25,49,-769.0252,-443.9993
1707,25,50,-736.9826,-462.4992
1708,25,51,-704.94,-480.9991
1709,25,52,-672.8974,-499.499
1710,25,53,-640.8547,-517.9989
1711,25,54,-608.812,-536.4988
1712,25,55,-576.7693,-554.9987
1713,25,56,-544.7266,-573.4985
1714,25,57,-512.6839,-591.9984
1715,25,58,-480.6411,-610.4982
1716,25,59,-448.5984,-628.9981
1717,25,60,-416.5556,-647.4979
1718,25,61,-384.5128,-665.9977
1719,25,62,-352.4701,-684.4975
1720,25,63,-320.4273,-702.9973
1721,25,64,-288.3845,-721.4971
1722,25,65,-256.3417,-739.9968
1723,25,66,-224.299,-758.4966
1724,25,67,-192.2562,-776.9963
1725,25,68,-160.2135,-795.4961
1726,25,69,-128.1707,-813.9958
1727,25,70,-96.128,-832.4955
1728,25,71,-64.0853,-850.9952
1729,25,72,-32.0427,-869.4948
1730,25,73,-0.0,-887.9945
1731,25,74,32.0427,-869.4948
1732,25,75,64.0853,-850.9952
1733,25,76,96.128,-832.4955
1734,25,77,128.1707,-813.9958
1735,25,78,160.2135,-795.4961
1736,25,79,192.2562,-776.9963
1737,25,80,224.299,-758.4966
1738,25,81,256.3417,-739.9968
1739,25,82,288.3845,-721.4971
1740,25,83,320.4273,-702.9973
1741,25,84,352.4701,-684.4975
1742,25,85,384.5128,-665.9977
1743,25,86,416.5556,-647.4979
1744,25,87,448.5984,-628.9981
1745,25,88,480.6411,-610.4982
1746,25,89,512.6839,-591.9984
1747,25,90,544.7266,-573.4985
1748,25,91,576.7693,-554.9987
1749,25,92,608.812,-536.4988
1750,25,93,640.8547,-517.9989
1751,25,94,672.8974,-499.499
1752,25,95,704.94,-480.9991
1753,25,96,736.9826,-462.4992
1754,25,97,769.027,-37.0
1755,25,98,769.027,0.0
1756,25,99,769.027,37.0
1757,25,100,769.0269,-111.0
1758,25,101,769.0269,-74.0
1759,25,102,769.0269,74.0
1760,25,103,769.0269,111.0
1761,25,104,769.0268,-148.0
1762,25,105,769.0268,148.0
1763,25,106,769.0267,-185.0
1764,25,107,769.0267,185.0
1765,25,108,769.0265,-221.9999
1766,25,109,769.0265,221.9999
1767,25,110,769.0264,-258.9999
1768,25,111,769.0264,258.9999
1769,25,112,769.0262,-295.9998
1770,25,113,769.0262,295.9998
1771,25,114,769.026,-332.9997
1772,25,115,769.026,332.9997
1773,25,116,769.0258,-369.9996
1774,25,117,769.0258,369.9996
1775,25,118,769.0255,-406.9995
1776,25,119,769.0255,406.9995
1777,25,120,769.0252,-443.9993
1778,25,121,769.0252,443.9993
1779,25,122,736.9826,462.4992
1780,25,123,704.94,480.9991
1781,25,124,672.8974,499.499
1782,25,125,640.8547,517.9989
1783,25,126,608.812,536.4988
1784,25,127,576.7693,554.9987
1785,25,128,544.7266,573.4985
1786,25,129,512.6839,591.9984
1787,25,130,480.6411,610.4982
1788,25,131,448.5984,628.9981
1789,25,132,416.5556,647.4979
1790,25,133,384.5128,665.9977
1791,25,134,352.4701,684.4975
1792,25,135,320.4273,702.9973
1793,25,136,288.3845,721.4971
1794,25,137,256.3417,739.9968
1795,25,138,224.299,758.4966
1796,25,139,192.2562,776.9963
1797,25,140,160.2135,795.4961
1798,25,141,128.1707,813.9958
1799,25,142,96.128,832.4955
1800,25,143,64.0853,850.9952
1801,25,144,32.0427,869.4948
